Sample, accel, ADC_0, ADC_1, ADC_2, Interval,,time, acceleration
1039,1120.008,724.5614,583.4782,623.6842,5.3633,,5480.0525,1120.008
1040,1121.3443,720.1754,589.5652,625.4385,5.3699,,5485.4224,1121.3443
1041,1121.4542,728.0701,580,625.4385,5.3622,,5490.7846,1121.4542
1042,1122.4949,725.4385,584.3478,626.3157,5.3547,,5496.1393,1122.4949
1043,1122.8339,723.6842,584.3478,628.9473,5.3741,,5501.5134,1122.8339
1044,1114.5441,718.421,584.3478,620.1754,5.3666,,5506.88,1114.5441
1045,1117.9429,719.2982,586.9565,622.807,5.3857,,5512.2657,1117.9429
1046,1166.1944,803.5087,581.7391,613.1578,5.367,,5517.6327,1166.1944
1047,1234.596,897.3684,605.2174,593.8596,5.3628,,5522.9955,1234.596
1048,1156.4506,775.4385,597.3912,615.7894,5.3779,,5528.3734,1156.4506
1049,1125.3997,726.3157,586.9565,628.0701,5.3655,,5533.7389,1125.3997
1050,1102.1868,690.3508,583.4782,630.7017,5.3611,,5539.1,1102.1868
1051,1144.2131,752.6315,582.6087,635.0877,5.3742,,5544.4742,1144.2131
1052,1139.6593,754.3859,571.3043,635.0877,5.3617,,5549.8359,1139.6593
1053,1122.3223,742.9824,563.4782,624.5614,5.372,,5555.2079,1122.3223
1054,1111.5913,722.807,571.3043,621.9298,5.3791,,5560.587,1111.5913
1055,1128.9802,740.3508,580,624.5614,5.365,,5565.952,1128.9802
1056,1143.3283,749.1228,583.4782,636.8421,5.36,,5571.312,1143.3283
1057,1143.4151,750,583.4782,635.9649,5.3644,,5576.6764,1143.4151
1058,1135.5979,734.2105,593.913,630.7017,5.3492,,5582.0256,1135.5979
1059,1131.4459,730.7017,592.1738,628.9473,5.3775,,5587.4031,1131.4459
1060,1138.2103,741.228,593.913,627.1929,5.3644,,5592.7675,1138.2103
1061,1135.7082,739.4736,591.3043,627.1929,5.3753,,5598.1428,1135.7082
1062,1133.3956,735.9649,592.1738,626.3157,5.3752,,5603.518,1133.3956
1063,1134.2335,728.9473,592.1738,635.9649,5.3617,,5608.8797,1134.2335
1064,1132.0802,731.5789,590.4347,630.7017,5.3873,,5614.267,1132.0802
1065,1140.9481,738.5964,592.1738,636.8421,5.3622,,5619.6292,1140.9481
1066,1144.9326,744.7368,592.1738,636.8421,5.3661,,5624.9953,1144.9326
1067,1132.691,728.9473,593.913,631.5789,5.3763,,5630.3716,1132.691
1068,1137.0965,734.2105,593.0434,634.2105,5.3693,,5635.7409,1137.0965
1069,1141.6339,740.3508,591.3043,636.8421,5.3547,,5641.0956,1141.6339
1070,1139.0595,735.0877,594.7825,635.0877,5.3768,,5646.4724,1139.0595
1071,1139.4813,738.5964,592.1738,634.2105,5.3547,,5651.8271,1139.4813
1072,1141.4865,742.1052,600,626.3157,5.3736,,5657.2007,1141.4865
1073,1136.686,735.0877,593.0434,632.4561,5.3552,,5662.5559,1136.686
1074,1139.2515,734.2105,600.8695,630.7017,5.3563,,5667.9122,1139.2515
1075,1136.7246,730.7017,594.7825,635.9649,5.3747,,5673.2869,1136.7246
1076,1142.0488,742.1052,597.3912,629.8245,5.3689,,5678.6558,1142.0488
1077,1132.4605,732.4561,595.6521,625.4385,5.3589,,5684.0147,1132.4605
1078,1143.557,750.8771,593.913,625.4385,5.3769,,5689.3916,1143.557
1079,1136.7847,737.7192,597.3912,625.4385,5.3689,,5694.7605,1136.7847
1080,1129.6732,733.3333,594.7825,620.1754,5.3763,,5700.1368,1129.6732
1081,1133.7448,729.8245,593.913,632.4561,5.3747,,5705.5115,1133.7448
1082,1136.444,737.7192,593.0434,628.9473,5.3677,,5710.8792,1136.444
1083,1138.1541,740.3508,593.0434,628.9473,5.385,,5716.2642,1138.1541
1084,1141.2893,746.4912,590.4347,629.8245,5.359,,5721.6232,1141.2893
1085,1135.4967,741.228,588.6956,627.1929,5.3654,,5726.9886,1135.4967
1086,1126.9697,724.5614,593.0434,627.1929,5.3737,,5732.3623,1126.9697
1087,1130.3489,732.4561,586.9565,629.8245,5.3589,,5737.7212,1130.3489
1088,1139.956,743.8596,593.0434,628.0701,5.3682,,5743.0894,1139.956
1089,1133.0849,733.3333,593.913,627.1929,5.3693,,5748.4587,1133.0849
1090,1138.8121,742.1052,593.0434,628.0701,5.3612,,5753.8199,1138.8121
1091,1138.0372,739.4736,593.913,628.9473,5.365,,5759.1849,1138.0372
1092,1135.5893,735.0877,596.5217,627.1929,5.3747,,5764.5596,1135.5893
1093,1140.8813,740.3508,598.2608,628.9473,5.3601,,5769.9197,1140.8813
1094,1139.7719,738.5964,597.3912,629.8245,5.3764,,5775.2961,1139.7719
1095,1138.2347,737.7192,597.3912,628.0701,5.365,,5780.6611,1138.2347
1096,1137.9874,735.9649,600,627.1929,5.36,,5786.0211,1137.9874
1097,1137.7553,736.8421,594.7825,630.7017,5.3606,,5791.3817,1137.7553
1098,1135.479,734.2105,597.3912,627.1929,5.3676,,5796.7493,1135.479
1099,1139.1213,736.8421,597.3912,630.7017,5.3623,,5802.1116,1139.1213
1100,1137.312,733.3333,598.2608,630.7017,5.3763,,5807.4879,1137.312
1101,1137.6425,735.9649,595.6521,630.7017,5.3633,,5812.8512,1137.6425
1102,1139.5458,740.3508,594.7825,629.8245,5.3916,,5818.2428,1139.5458
1103,1135.8824,733.3333,597.3912,628.9473,5.3676,,5823.6104,1135.8824
1104,1140.3702,739.4736,596.5217,630.7017,5.366,,5828.9764,1140.3702
1105,1138.3237,737.7192,594.7825,630.7017,5.3763,,5834.3527,1138.3237
1106,1139.5775,740.3508,593.913,630.7017,5.3661,,5839.7188,1139.5775
1107,1132.6666,747.3684,579.1304,623.6842,5.3666,,5845.0854,1132.6666
1108,1146.3597,757.8947,580,635.0877,5.3762,,5850.4616,1146.3597
1109,1115.8574,725.4385,569.5652,628.0701,5.3483,,5855.8099,1115.8574
1110,1116.026,732.4561,569.5652,620.1754,5.3731,,5861.183,1116.026
1111,1132.4696,743.8596,575.6521,630.7017,5.3703,,5866.5533,1132.4696
1112,1136.9548,742.9824,581.7391,634.2105,5.3682,,5871.9215,1136.9548
1113,1135.0518,737.7192,591.3043,628.0701,5.3801,,5877.3016,1135.0518
1114,1135.6474,735.0877,594.7825,628.9473,5.3563,,5882.6579,1135.6474
1115,1138.8034,738.5964,597.3912,628.0701,5.3633,,5888.0212,1138.8034
1116,1145.1579,740.3508,600.8695,634.2105,5.3747,,5893.3959,1145.1579
1117,1139.6889,737.7192,597.3912,630.7017,5.3628,,5898.7587,1139.6889
1118,1137.0711,731.5789,600.8695,629.8245,5.3792,,5904.1379,1137.0711
1119,1138.1783,732.4561,599.1304,632.4561,5.3756,,5909.5135,1138.1783
1120,1141.8701,735.9649,600,634.2105,5.3617,,5914.8752,1141.8701
1121,1139.898,735.9649,600.8695,629.8245,5.3714,,5920.2466,1139.898
1122,1140.2569,738.5964,597.3912,630.7017,5.3705,,5925.6171,1140.2569
1123,1143.2559,739.4736,597.3912,635.0877,5.3633,,5930.9804,1143.2559
1124,1142.3145,739.4736,596.5217,634.2105,5.3704,,5936.3508,1142.3145
1125,1136.2696,736.8421,595.6521,627.1929,5.3639,,5941.7147,1136.2696
1126,1138.4714,738.5964,593.0434,631.5789,5.3645,,5947.0792,1138.4714
1127,1140.0936,736.8421,597.3912,632.4561,5.3729,,5952.4521,1140.0936
1128,1137.6425,735.9649,595.6521,630.7017,5.3612,,5957.8133,1137.6425
1129,1139.8325,738.5964,595.6521,631.5789,5.3801,,5963.1934,1139.8325
1130,1143.8234,740.3508,597.3912,635.0877,5.3791,,5968.5725,1143.8234
1131,1139.6889,737.7192,597.3912,630.7017,5.3617,,5973.9342,1139.6889
1132,1135.2749,735.9649,593.913,628.0701,5.379,,5979.3132,1135.2749
1133,1135.3758,732.4561,595.6521,630.7017,5.3624,,5984.6756,1135.3758
1134,1140.9392,740.3508,596.5217,630.7017,5.3659,,5990.0415,1140.9392
1135,1139.2862,736.8421,593.0434,635.0877,5.3769,,5995.4184,1139.2862
1136,1140.3065,737.7192,593.913,635.0877,5.3579,,6000.7763,1140.3065
1137,1136.8073,732.4561,596.5217,632.4561,5.3759,,6006.1522,1136.8073
1138,1138.4987,737.7192,590.4347,635.0877,5.3775,,6011.5297,1138.4987
1139,1132.4605,732.4561,595.6521,625.4385,5.3633,,6016.893,1132.4605
1140,1131.1203,732.4561,592.1738,626.3157,5.3784,,6022.2714,1131.1203
1141,1140.2872,738.5964,596.5217,631.5789,5.3606,,6027.632,1140.2872
1142,1139.6889,737.7192,597.3912,630.7017,5.3638,,6032.9958,1139.6889
1143,1140.8555,739.4736,596.5217,631.5789,5.3791,,6038.3749,1140.8555
1144,1140.7596,737.7192,594.7825,635.0877,5.3666,,6043.7415,1140.7596
1145,1136.5592,735.0877,596.5217,628.9473,5.3639,,6049.1054,1136.5592
1146,1140.2332,742.1052,593.913,629.8245,5.3752,,6054.4806,1140.2332
1147,1135.992,734.2105,596.5217,628.9473,5.3634,,6059.844,1135.992
1148,1138.2102,736.8421,595.6521,630.7017,5.391,,6065.235,1138.2102
1149,1138.4384,738.5964,593.913,630.7017,5.3666,,6070.6016,1138.4384
1150,1135.1109,734.2105,593.913,629.8245,5.3666,,6075.9682,1135.1109
1151,1140.8253,739.4736,597.3912,630.7017,5.3752,,6081.3434,1140.8253
1152,1138.4384,738.5964,593.913,630.7017,5.3666,,6086.71,1138.4384
1153,1139.3725,739.4736,597.3912,628.0701,5.3666,,6092.0766,1139.3725
1154,1135.421,736.8421,592.1738,628.9473,5.371,,6097.4476,1135.421
1155,1136.7329,735.9649,593.913,630.7017,5.366,,6102.8136,1136.7329
1156,1133.6528,734.2105,593.913,627.1929,5.3801,,6108.1937,1133.6528
1157,1137.0753,735.0877,595.6521,630.7017,5.3769,,6113.5706,1137.0753
1158,1138.5545,739.4736,593.0434,630.7017,5.3591,,6118.9297,1138.5545
1159,1137.5322,738.5964,592.1738,630.7017,5.373,,6124.3027,1137.5322
1160,1137.239,736.8421,595.6521,628.9473,5.365,,6129.6677,1137.239
1161,1139.5775,740.3508,593.913,630.7017,5.3666,,6135.0343,1139.5775
1162,1137.9025,737.7192,593.0434,631.5789,5.3786,,6140.4129,1137.9025
1163,1139.6258,735.9649,594.7825,635.0877,5.3621,,6145.775,1139.6258
1164,1134.1384,734.2105,593.913,628.0701,5.3764,,6151.1514,1134.1384
1165,1138.4384,738.5964,593.913,630.7017,5.372,,6156.5234,1138.4384
1166,1138.7783,737.7192,595.6521,630.7017,5.3666,,6161.89,1138.7783
1167,1139.2333,737.7192,596.5217,630.7017,5.3801,,6167.2701,1139.2333
1168,1138.8923,738.5964,594.7825,630.7017,5.3646,,6172.6347,1138.8923
1169,1138.9168,739.4736,596.5217,628.0701,5.3669,,6178.0016,1138.9168
1170,1138.639,740.3508,593.0434,629.8245,5.3731,,6183.3747,1138.639
1171,1139.0612,740.3508,594.7825,628.9473,5.3617,,6188.7364,1139.0612
1172,1135.479,734.2105,597.3912,627.1929,5.3622,,6194.0986,1135.479
1173,1137.8076,737.7192,595.6521,628.9473,5.3752,,6199.4738,1137.8076
1174,1138.6358,736.8421,597.3912,629.8245,5.3699,,6204.8437,1138.6358
1175,1138.5843,735.9649,596.5217,631.5789,5.3894,,6210.2331,1138.5843
1176,1135.2667,731.5789,596.5217,630.7017,5.3687,,6215.6018,1135.2667
1177,1138.0045,734.2105,594.7825,634.2105,5.3655,,6220.9673,1138.0045
1178,1136.6708,735.9649,595.6521,628.9473,5.3666,,6226.3339,1136.6708
1179,1137.5322,738.5964,592.1738,630.7017,5.3698,,6231.7037,1137.5322
1180,1136.5592,735.0877,596.5217,628.9473,5.365,,6237.0687,1136.5592
1181,1135.8322,732.4561,596.5217,630.7017,5.3753,,6242.444,1135.8322
1182,1138.7783,737.7192,595.6521,630.7017,5.3671,,6247.8111,1138.7783
1183,1141.2889,742.9824,593.913,630.7017,5.3802,,6253.1913,1141.2889
1184,1138.4384,738.5964,593.913,630.7017,5.3807,,6258.572,1138.4384
1185,1134.852,735.9649,592.1738,628.9473,5.3666,,6263.9386,1134.852
1186,1137.6425,735.9649,595.6521,630.7017,5.379,,6269.3176,1137.6425
1187,1138.3092,736.8421,593.0434,633.3333,5.3687,,6274.6863,1138.3092
1188,1139.0612,740.3508,594.7825,628.9473,5.3606,,6280.0469,1139.0612
1189,1135.8748,736.8421,593.0434,628.9473,5.3737,,6285.4206,1135.8748
1190,1137.0983,735.9649,597.3912,628.0701,5.3627,,6290.7833,1137.0983
1191,1136.8148,736.8421,593.913,629.8245,5.3694,,6296.1527,1136.8148
1192,1136.1334,735.0877,594.7825,629.8245,5.3817,,6301.5344,1136.1334
1193,1137.1875,735.9649,594.7825,630.7017,5.3618,,6306.8962,1137.1875
1194,1136.7541,736.8421,595.6521,628.0701,5.3779,,6312.2741,1136.7541
1195,1139.4675,735.9649,599.1304,630.7017,5.3645,,6317.6386,1139.4675
1196,1138.4384,738.5964,593.913,630.7017,5.3654,,6323.004,1138.4384
1197,1137.7785,737.7192,596.5217,628.0701,5.378,,6328.382,1137.7785
1198,1137.1875,735.9649,594.7825,630.7017,5.3634,,6333.7454,1137.1875
1199,1137.9527,738.5964,593.913,629.8245,5.3774,,6339.1228,1137.9527
1200,1142.7222,738.5964,596.5217,635.9649,5.3817,,6344.5045,1142.7222
1201,1137.1564,735.9649,595.6521,629.8245,5.3682,,6349.8727,1137.1564
1202,1132.8076,734.2105,590.4347,628.9473,5.3862,,6355.2589,1132.8076
1203,1136.7329,735.9649,593.913,630.7017,5.3681,,6360.627,1136.7329
1204,1139.9156,739.4736,595.6521,630.7017,5.3688,,6365.9958,1139.9156
1205,1136.4764,737.7192,592.1738,629.8245,5.379,,6371.3748,1136.4764
1206,1138.3764,738.5964,595.6521,628.9473,5.365,,6376.7398,1138.3764
1207,1137.7553,736.8421,594.7825,630.7017,5.3671,,6382.1069,1137.7553
1208,1139.5915,735.9649,595.6521,634.2105,5.378,,6387.4849,1139.5915
1209,1134.2833,735.0877,592.1738,628.9473,5.3671,,6392.852,1134.2833
1210,1143.2749,740.3508,599.1304,632.4561,5.3828,,6398.2348,1143.2749
1211,1140.3405,739.4736,597.3912,629.8245,5.3617,,6403.5965,1140.3405
1212,1136.6779,739.4736,591.3043,628.9473,5.3661,,6408.9626,1136.6779
1213,1139.8325,738.5964,595.6521,631.5789,5.3801,,6414.3427,1139.8325
1214,1132.6605,733.3333,592.1738,628.0701,5.3688,,6419.7115,1132.6605
1215,1138.4439,735.0877,598.2608,630.7017,5.3595,,6425.071,1138.4439
1216,1138.3764,738.5964,595.6521,628.9473,5.3737,,6430.4447,1138.3764
1217,1135.1062,738.5964,592.1738,626.3157,5.3671,,6435.8118,1135.1062
1218,1138.4068,738.5964,594.7825,629.8245,5.372,,6441.1838,1138.4068
1219,1142.8017,739.4736,596.5217,635.0877,5.3786,,6446.5624,1142.8017
1220,1134.9042,736.8421,593.0434,627.1929,5.3617,,6451.9241,1134.9042
1221,1137.7553,736.8421,594.7825,630.7017,5.3722,,6457.2963,1137.7553
1222,1138.7783,737.7192,595.6521,630.7017,5.3669,,6462.6632,1138.7783
1223,1140.0936,736.8421,597.3912,632.4561,5.3687,,6468.0319,1140.0936
1224,1132.9736,732.4561,594.7825,627.1929,5.3726,,6473.4045,1132.9736
1225,1139.8016,738.5964,596.5217,630.7017,5.3645,,6478.769,1139.8016
1226,1137.6741,735.9649,594.7825,631.5789,5.3786,,6484.1476,1137.6741
1227,1143.857,740.3508,596.5217,635.9649,5.3801,,6489.5277,1143.857
1228,1138.9458,739.4736,595.6521,628.9473,5.3671,,6494.8948,1138.9458
1229,1135.5357,734.2105,595.6521,628.9473,5.3807,,6500.2755,1135.5357
1230,1137.7243,736.8421,595.6521,629.8245,5.3661,,6505.6416,1137.7243
1231,1136.6199,735.0877,594.7825,630.7017,5.3692,,6511.0108,1136.6199
1232,1134.4501,736.8421,592.1738,627.1929,5.3752,,6516.386,1134.4501
1233,1134.4326,732.4561,594.7825,629.8245,5.3623,,6521.7483,1134.4326
1234,1135.1898,735.9649,596.5217,625.4385,5.3785,,6527.1268,1135.1898
1235,1138.0981,735.9649,596.5217,630.7017,5.3757,,6532.5025,1138.0981
1236,1138.1799,736.8421,596.5217,629.8245,5.3633,,6537.8658,1138.1799
1237,1137.0449,735.0877,596.5217,629.8245,5.3878,,6543.2536,1137.0449
1238,1139.4589,740.3508,597.3912,627.1929,5.3606,,6548.6142,1139.4589
1239,1138.554,735.9649,597.3912,630.7017,5.3628,,6553.977,1138.554
1240,1141.0544,741.228,595.6521,630.7017,5.3774,,6559.3544,1141.0544
1241,1135.9418,733.3333,595.6521,630.7017,5.3612,,6564.7156,1135.9418
1242,1137.4675,738.5964,593.913,628.9473,5.3687,,6570.0843,1137.4675
1243,1137.6632,735.0877,593.0434,634.2105,5.3803,,6575.4646,1137.6632
1244,1139.2333,737.7192,596.5217,630.7017,5.3573,,6580.8219,1139.2333
1245,1137.7072,735.9649,593.913,632.4561,5.3759,,6586.1978,1137.7072
1246,1140.5493,740.3508,593.913,632.4561,5.3801,,6591.5779,1140.5493
1247,1138.2927,737.7192,595.6521,629.8245,5.3671,,6596.945,1138.2927
1248,1139.9334,738.5964,593.0434,634.2105,5.379,,6602.324,1139.9334
1249,1137.5502,734.2105,593.913,634.2105,5.3623,,6607.6863,1137.5502
1250,1142.8825,740.3508,596.5217,634.2105,5.365,,6613.0513,1142.8825
1251,1140.3427,737.7192,593.0434,635.9649,5.3758,,6618.4271,1140.3427
1252,1142.3041,738.5964,594.7825,636.8421,5.3627,,6623.7898,1142.3041
1253,1138.4592,734.2105,595.6521,634.2105,5.3769,,6629.1667,1138.4592
1254,1140.7596,737.7192,594.7825,635.0877,5.3774,,6634.5441,1140.7596
1255,1140.165,739.4736,589.5652,636.8421,5.3639,,6639.908,1140.165
1256,1141.6673,737.7192,596.5217,635.0877,5.3752,,6645.2832,1141.6673
1257,1134.5437,733.3333,593.913,629.8245,5.3624,,6650.6456,1134.5437
1258,1142.7222,738.5964,596.5217,635.9649,5.3676,,6656.0132,1142.7222
1259,1138.9921,735.0877,596.5217,633.3333,5.3785,,6661.3917,1138.9921
1260,1143.976,737.7192,600,635.9649,5.3628,,6666.7545,1143.976
1261,1141.4073,739.4736,594.7825,634.2105,5.3514,,6672.1059,1141.4073
1262,1140.2055,737.7192,596.5217,632.4561,5.3763,,6677.4822,1140.2055
1263,1140.69,732.4561,597.3912,638.5964,5.3644,,6682.8466,1140.69
1264,1141.2282,738.5964,597.3912,632.4561,5.3871,,6688.2337,1141.2282
1265,1140.6607,737.7192,597.3912,632.4561,5.3639,,6693.5976,1140.6607
1266,1137.405,733.3333,595.6521,633.3333,5.3655,,6698.9631,1137.405
1267,1140.9769,736.8421,600,631.5789,5.3758,,6704.3389,1140.9769
1268,1137.301,736.8421,593.913,630.7017,5.3498,,6709.6887,1137.301
1269,1138.2347,737.7192,597.3912,628.0701,5.3682,,6715.0569,1138.2347
1270,1142.8503,740.3508,597.3912,633.3333,5.3715,,6720.4284,1142.8503
1271,1141.5123,735.9649,596.5217,636.8421,5.3656,,6725.794,1141.5123
1272,1137.531,735.0877,596.5217,630.7017,5.3796,,6731.1736,1137.531
1273,1137.1268,735.9649,596.5217,628.9473,5.3752,,6736.5488,1137.1268
1274,1137.5158,734.2105,594.7825,633.3333,5.3649,,6741.9137,1137.5158
1275,1137.1268,735.9649,596.5217,628.9473,5.3769,,6747.2906,1137.1268
1276,1135.0798,734.2105,594.7825,628.9473,5.365,,6752.6556,1135.0798
1277,1135.4074,732.4561,594.7825,631.5789,5.3622,,6758.0178,1135.4074
1278,1139.1213,736.8421,597.3912,630.7017,5.3769,,6763.3947,1139.1213
1279,1135.306,735.9649,593.0434,628.9473,5.365,,6768.7597,1135.306
1280,1138.3764,738.5964,595.6521,628.9473,5.3741,,6774.1338,1138.3764
1281,1140.4256,740.3508,597.3912,628.9473,5.3786,,6779.5124,1140.4256
1282,1138.6655,736.8421,596.5217,630.7017,5.3655,,6784.8779,1138.6655
1283,1136.8387,737.7192,595.6521,627.1929,5.3796,,6790.2575,1136.8387
1284,1137.6663,736.8421,597.3912,628.0701,5.3674,,6795.6249,1137.6663
1285,1137.5832,735.9649,597.3912,628.9473,5.362,,6800.9869,1137.5832
1286,1135.5357,734.2105,595.6521,628.9473,5.3786,,6806.3655,1135.5357
1287,1136.8387,737.7192,595.6521,627.1929,5.3665,,6811.732,1136.8387
1288,1136.444,737.7192,593.0434,628.9473,5.3671,,6817.0991,1136.444
1289,1133.9654,736.8421,592.1738,626.3157,5.3752,,6822.4743,1133.9654
1290,1136.6278,738.5964,590.4347,630.7017,5.3641,,6827.8384,1136.6278
1291,1141.3105,739.4736,597.3912,631.5789,5.3907,,6833.2291,1141.3105
1292,1134.5649,734.2105,595.6521,627.1929,5.3646,,6838.5937,1134.5649
1293,1136.3549,737.7192,595.6521,626.3157,5.3642,,6843.9579,1136.3549
1294,1136.7597,737.7192,598.2608,624.5614,5.378,,6849.3359,1136.7597
1295,1134.366,735.9649,592.1738,628.0701,5.3649,,6854.7008,1134.366
1296,1131.6179,734.2105,597.3912,620.1754,5.3612,,6860.062,1131.6179
1297,1135.701,735.9649,595.6521,627.1929,5.3736,,6865.4356,1135.701
1298,1136.6146,739.4736,593.0434,627.1929,5.3677,,6870.8033,1136.6146
1299,1139.3468,738.5964,595.6521,630.7017,5.3714,,6876.1747,1139.3468
1300,1134.3052,735.9649,593.913,626.3157,5.3791,,6881.5538,1134.3052
1301,1137.5894,736.8421,600,625.4385,5.3671,,6886.9209,1137.5894
1302,1137.6425,735.9649,595.6521,630.7017,5.3601,,6892.281,1137.6425
1303,1138.9761,739.4736,594.7825,629.8245,5.3687,,6897.6497,1138.9761
1304,1136.7838,736.8421,594.7825,628.9473,5.3677,,6903.0174,1136.7838
1305,1133.6528,734.2105,593.913,627.1929,5.3807,,6908.3981,1133.6528
1306,1135.3453,732.4561,596.5217,629.8245,5.3655,,6913.7636,1135.3453
1307,1133.4304,732.4561,595.6521,627.1929,5.378,,6919.1416,1133.4304
1308,1136.5592,735.0877,596.5217,628.9473,5.3769,,6924.5185,1136.5592
1309,1137.9025,737.7192,593.0434,631.5789,5.3644,,6929.8829,1137.9025
1310,1135.2452,735.9649,594.7825,627.1929,5.3753,,6935.2582,1135.2452
1311,1138.0096,737.7192,590.4347,634.2105,5.3644,,6940.6226,1138.0096
1312,1139.5623,739.4736,592.1738,633.3333,5.359,,6945.9816,1139.5623
1313,1138.6358,736.8421,597.3912,629.8245,5.3747,,6951.3563,1138.6358
1314,1136.5592,735.0877,596.5217,628.9473,5.3672,,6956.7235,1136.5592
1315,1141.5891,736.8421,596.5217,635.9649,5.3643,,6962.0878,1141.5891
1316,1135.0849,737.7192,590.4347,628.9473,5.3796,,6967.4674,1135.0849
1317,1137.1875,735.9649,594.7825,630.7017,5.365,,6972.8324,1137.1875
1318,1138.3764,738.5964,595.6521,628.9473,5.3895,,6978.2219,1138.3764
1319,1139.8648,738.5964,594.7825,632.4561,5.3675,,6983.5894,1139.8648
1320,1138.1613,735.9649,594.7825,632.4561,5.3671,,6988.9565,1138.1613
1321,1137.9025,737.7192,593.0434,631.5789,5.3774,,6994.3339,1137.9025
1322,1136.7329,735.9649,593.913,630.7017,5.3628,,6999.6967,1136.7329
1323,1137.1268,735.9649,596.5217,628.9473,5.3703,,7005.067,1137.1268
1324,1137.5322,738.5964,592.1738,630.7017,5.3772,,7010.4442,1137.5322
1325,1138.5545,739.4736,593.0434,630.7017,5.3653,,7015.8095,1138.5545
1326,1141.5942,742.1052,596.5217,629.8245,5.3736,,7021.1831,1141.5942
1327,1136.7329,735.9649,593.913,630.7017,5.3753,,7026.5584,1136.7329
1328,1139.2333,737.7192,596.5217,630.7017,5.3693,,7031.9277,1139.2333
1329,1139.3702,734.2105,597.3912,634.2105,5.3763,,7037.304,1139.3702
1330,1141.1473,737.7192,597.3912,633.3333,5.3622,,7042.6662,1141.1473
1331,1137.6761,731.5789,597.3912,634.2105,5.3644,,7048.0306,1137.6761
1332,1140.6923,737.7192,596.5217,633.3333,5.3764,,7053.407,1140.6923
1333,1138.7624,736.8421,593.913,633.3333,5.3671,,7058.7741,1138.7624
1334,1140.4217,738.5964,593.0434,635.0877,5.3802,,7064.1543,1140.4217
1335,1137.1875,735.9649,594.7825,630.7017,5.3682,,7069.5225,1137.1875
1336,1137.7843,732.4561,596.5217,634.2105,5.3666,,7074.8891,1137.7843
1337,1137.6444,731.5789,598.2608,633.3333,5.3779,,7080.267,1137.6444
1338,1139.1213,736.8421,597.3912,630.7017,5.366,,7085.633,1139.1213
1339,1142.5324,736.8421,597.3912,636.8421,5.3666,,7090.9996,1142.5324
1340,1142.1905,737.7192,595.6521,636.8421,5.379,,7096.3786,1142.1905
1341,1137.8778,734.2105,598.2608,630.7017,5.3666,,7101.7452,1137.8778
1342,1140.1475,741.228,593.913,630.7017,5.3785,,7107.1237,1140.1475
1343,1137.7877,736.8421,593.913,631.5789,5.3775,,7112.5012,1137.7877
1344,1140.2569,738.5964,597.3912,630.7017,5.3698,,7117.871,1140.2569
1345,1136.6141,735.9649,597.3912,627.1929,5.3796,,7123.2506,1136.6141
1346,1135.0849,737.7192,590.4347,628.9473,5.365,,7128.6156,1135.0849
1347,1134.3227,731.5789,595.6521,629.8245,5.3649,,7133.9805,1134.3227
1348,1140.7734,742.9824,594.7825,628.9473,5.3781,,7139.3586,1140.7734
1349,1138.0382,740.3508,596.5217,625.4385,5.3698,,7144.7284,1138.0382
1350,1130.3814,728.9473,590.4347,630.7017,5.3612,,7150.0896,1130.3814
1351,1134.0927,728.9473,595.6521,632.4561,5.3812,,7155.4708,1134.0927
1352,1138.9761,739.4736,594.7825,629.8245,5.3655,,7160.8363,1138.9761
1353,1138.7249,741.228,593.0434,628.9473,5.3909,,7166.2272,1138.7249
1354,1140.1166,737.7192,599.1304,629.8245,5.3617,,7171.5889,1140.1166
1355,1138.3945,734.2105,597.3912,632.4561,5.3634,,7176.9523,1138.3945
1356,1135.1894,730.7017,596.5217,631.5789,5.3763,,7182.3286,1135.1894
1357,1137.6947,736.8421,596.5217,628.9473,5.3671,,7187.6957,1137.6947
1358,1138.6358,736.8421,597.3912,629.8245,5.3698,,7193.0655,1138.6358
1359,1138.7189,737.7192,597.3912,628.9473,5.3785,,7198.444,1138.7189
1360,1142.9975,741.228,595.6521,634.2105,5.3677,,7203.8117,1142.9975
1361,1139.2163,736.8421,594.7825,633.3333,5.3769,,7209.1886,1139.2163
1362,1137.562,735.0877,595.6521,631.5789,5.3769,,7214.5655,1137.562
1363,1138.0186,738.5964,592.1738,631.5789,5.3639,,7219.9294,1138.0186
1364,1141.0241,741.228,596.5217,629.8245,5.3709,,7225.3003,1141.0241
1365,1137.616,739.4736,592.1738,629.8245,5.3611,,7230.6614,1137.616
1366,1135.8251,735.9649,592.1738,630.7017,5.366,,7236.0274,1135.8251
1367,1134.3508,735.0877,590.4347,630.7017,5.378,,7241.4054,1134.3508
1368,1133.8876,732.4561,596.5217,627.1929,5.3633,,7246.7687,1133.8876
1369,1137.7246,737.7192,598.2608,626.3157,5.3769,,7252.1456,1137.7246
1370,1142.3645,740.3508,597.3912,632.4561,5.3758,,7257.5214,1142.3645
1371,1133.9458,732.4561,594.7825,628.9473,5.3649,,7262.8863,1133.9458
1372,1142.2513,739.4736,598.2608,632.4561,5.379,,7268.2653,1142.2513
1373,1138.263,737.7192,596.5217,628.9473,5.3633,,7273.6286,1138.263
1374,1137.239,736.8421,595.6521,628.9473,5.3671,,7278.9957,1137.239
1375,1140.3861,738.5964,593.913,634.2105,5.3785,,7284.3742,1140.3861
