








Sample,ADC_0,ADC_1,ADC_2,Timestamp,Acceleration
332,590.3508,572.1738,500.0000,1663.0250,962.2354
333,596.4912,572.1738,501.7543,1668.0411,966.9240
334,593.8596,573.0434,501.7543,1673.0795,965.8186
335,598.2456,573.0434,502.6315,1678.1157,968.9763
336,595.6140,572.1738,502.6315,1683.1508,966.8389
337,592.1052,569.5652,504.3859,1688.1910,964.0531
338,588.5964,566.0869,505.2631,1693.2248,960.3078
339,593.8596,566.0869,509.6491,1698.2609,965.8498
340,598.2456,564.3478,510.5263,1703.3010,967.9996
341,596.4912,569.5652,512.2807,1708.3547,970.8953
342,596.4912,567.8261,516.6666,1713.3853,972.1999
343,599.1228,564.3478,519.2982,1718.4178,973.1943
344,602.6315,566.0869,521.0526,1723.4432,977.2999
345,605.2631,566.9565,523.6842,1728.4654,980.8304
346,611.4035,569.5652,521.9298,1733.5003,985.2053
347,614.9122,571.3043,528.0701,1738.5306,991.6470
348,614.9122,571.3043,528.0701,1743.5598,991.6470
349,620.1754,569.5652,528.0701,1748.5889,993.9216
350,622.8070,571.3043,528.0701,1753.6143,996.5617
351,631.5789,577.3912,533.3333,1758.6435,1008.3239
352,629.8245,574.7825,530.7017,1763.7637,1004.3397
353,631.5789,574.7825,536.8421,1768.8862,1008.6953
354,627.1929,569.5652,535.0877,1774.0212,1002.0451
355,625.4385,574.7825,535.9649,1779.1394,1004.3937
356,621.9298,572.1738,538.5964,1784.2711,1002.1306
357,616.6666,574.7825,539.4736,1789.4006,1000.8419
358,616.6666,567.8261,537.7192,1794.5231,995.9148
359,611.4035,566.0869,539.4736,1799.5600,992.6230
360,614.0350,563.4782,541.2280,1804.5869,993.7175
361,611.4035,560.8695,540.3508,1809.6151,990.1353
362,611.4035,559.1304,536.8421,1814.6468,987.2388
363,610.5263,558.2608,539.4736,1819.6754,987.6383
364,610.5263,554.7825,536.8421,1824.7056,984.2385
365,607.8947,555.6521,530.7017,1829.7375,979.7600
366,609.6491,549.5652,530.7017,1834.7742,977.4141
367,607.8947,550.4347,530.7017,1839.8061,976.8104
368,604.3859,546.9565,529.8245,1844.8433,972.1923
369,603.5087,546.9565,533.3333,1849.8883,973.5649
370,597.3684,544.3478,528.9473,1854.9338,965.8928
371,587.7192,540.0000,525.4385,1859.9798,955.5625
372,586.8421,536.5217,524.5614,1865.0051,952.5775
373,585.0877,538.2608,527.1929,1870.0405,953.9312
374,582.4561,536.5217,528.9473,1875.0710,952.3109
375,578.9473,540.8695,525.4385,1880.1099,950.6869
376,577.1929,542.6087,523.6842,1885.1549,949.6426
377,580.7017,543.4782,527.1929,1890.1965,954.2094
378,585.9649,544.3478,525.4385,1895.2365,956.9509
379,583.3333,548.6956,528.0701,1900.2790,959.2720
380,584.2105,548.6956,528.0701,1905.3150,959.8057
381,585.9649,553.0434,527.1929,1910.3580,962.8833
382,588.5964,556.5217,530.7017,1915.3841,968.4041
383,592.9824,558.2608,530.7017,1920.4144,972.0739
384,593.8596,555.6521,528.0701,1925.4418,969.6786
385,600.0000,557.3912,530.7017,1930.4721,975.8736
386,599.1228,555.6521,536.8421,1935.4849,977.6998
387,600.0000,556.5217,535.9649,1940.5168,978.2509
388,607.0175,556.5217,533.3333,1945.5296,981.1376
389,600.8771,555.6521,535.9649,1950.5539,978.2949
