Sample,ADC_0,ADC_1,ADC_2,Timestamp,Acceleration
346,658.7719,686.0869,586.8421,1745.6146,1117.6221
347,657.8947,679.1304,591.2280,1750.7351,1115.1655
348,658.7719,668.6956,592.9824,1755.8538,1110.2984
349,656.1403,664.3478,592.9824,1760.9902,1106.1223
350,659.6491,658.2608,593.8596,1766.1197,1105.0400
351,658.7719,658.2608,596.4912,1771.2465,1105.9338
352,662.2807,653.9130,599.1228,1776.3789,1106.8721
353,665.7894,648.6956,597.3684,1781.4996,1104.9573
354,664.0350,647.8261,602.6315,1786.6226,1106.2486
355,663.1578,648.6956,595.6140,1791.7403,1102.4248
356,666.6666,651.3043,597.3684,1796.8605,1107.0189
357,668.4210,658.2608,593.8596,1801.9907,1110.2988
358,664.0350,658.2608,589.4736,1807.1245,1105.3186
359,666.6666,664.3478,584.2105,1812.2486,1107.7474
360,665.7894,668.6956,583.3333,1817.3803,1109.3724
361,665.7894,672.1738,578.0701,1822.5021,1108.7193
362,667.5438,679.1304,583.3333,1827.6181,1116.7410
363,662.2807,682.6087,575.4385,1832.7374,1111.6203
364,657.0175,688.6956,576.3157,1837.8615,1112.7055
365,652.6315,693.0434,572.8070,1842.9899,1111.0108
366,650.0000,698.2608,571.0526,1848.1135,1111.8315
367,645.6140,709.5652,574.5614,1853.2198,1118.2222
368,639.4736,714.7825,575.4385,1858.3509,1118.4678
369,634.2105,715.6521,572.8070,1863.4729,1114.6697
370,632.4561,719.1304,576.3157,1868.5970,1117.7160
371,631.5789,719.1304,577.1929,1873.7159,1117.6727
372,632.4561,714.7825,582.4561,1878.8356,1118.1099
373,635.0877,718.2608,582.4561,1883.9674,1121.8244
374,628.0701,713.9130,583.3333,1889.0980,1115.5364
375,631.5789,710.4347,584.2105,1894.2244,1115.7559
376,635.0877,706.9565,585.9649,1899.3565,1116.4581
377,630.7017,702.6087,583.3333,1904.4790,1109.8294
378,634.2105,696.5217,585.9649,1909.6036,1109.3784
379,637.7192,692.1738,582.4561,1914.7255,1106.8178
